well_tag_number,drilling_method_code,date_added
3502,EXCAVATING,2021-12-13
3503,EXCAVATING,2021-12-13
3504,EXCAVATING,2021-12-13
3505,EXCAVATING,2021-12-13
3507,OTHER,2021-12-13
3508,EXCAVATING,2021-12-13
3509,OTHER,2021-12-13
3510,OTHER,2021-12-13
3511,EXCAVATING,2021-12-13
3512,EXCAVATING,2021-12-13
3513,OTHER,2021-12-13
3514,EXCAVATING,2021-12-13
3515,EXCAVATING,2021-12-13
3516,EXCAVATING,2021-12-13
3517,OTHER,2021-12-13
3518,EXCAVATING,2021-12-13
3519,EXCAVATING,2021-12-13
3520,EXCAVATING,2021-12-13
3521,EXCAVATING,2021-12-13
3522,EXCAVATING,2021-12-13
3524,EXCAVATING,2021-12-13
3525,EXCAVATING,2021-12-13
3526,EXCAVATING,2021-12-13
3527,EXCAVATING,2021-12-13
3528,EXCAVATING,2021-12-13
3529,OTHER,2021-12-13
3530,EXCAVATING,2021-12-13
3531,OTHER,2021-12-13
3532,EXCAVATING,2021-12-13
3533,EXCAVATING,2021-12-13
3534,EXCAVATING,2021-12-13
3535,EXCAVATING,2021-12-13
3536,OTHER,2021-12-13
3537,OTHER,2021-12-13
3538,OTHER,2021-12-13
3539,OTHER,2021-12-13
3540,EXCAVATING,2021-12-13
3541,EXCAVATING,2021-12-13
3543,EXCAVATING,2021-12-13
3544,OTHER,2021-12-13
3546,EXCAVATING,2021-12-13
3547,EXCAVATING,2021-12-13
3548,OTHER,2021-12-13
3549,OTHER,2021-12-13
3550,EXCAVATING,2021-12-13
3551,EXCAVATING,2021-12-13
3552,EXCAVATING,2021-12-13
3554,EXCAVATING,2021-12-13
3555,EXCAVATING,2021-12-13
3556,EXCAVATING,2021-12-13
3557,OTHER,2021-12-13
3558,EXCAVATING,2021-12-13
3560,EXCAVATING,2021-12-13
3561,EXCAVATING,2021-12-13
3562,EXCAVATING,2021-12-13
3563,EXCAVATING,2021-12-13
3564,EXCAVATING,2021-12-13
3565,EXCAVATING,2021-12-13
3566,OTHER,2021-12-13
3567,EXCAVATING,2021-12-13
3568,EXCAVATING,2021-12-13
3569,OTHER,2021-12-13
3570,EXCAVATING,2021-12-13
3571,EXCAVATING,2021-12-13
3572,EXCAVATING,2021-12-13
3573,EXCAVATING,2021-12-13
3574,EXCAVATING,2021-12-13
3575,EXCAVATING,2021-12-13
3576,EXCAVATING,2021-12-13
3577,EXCAVATING,2021-12-13
3579,EXCAVATING,2021-12-13
3580,EXCAVATING,2021-12-13
3581,OTHER,2021-12-13
3582,EXCAVATING,2021-12-13
3583,EXCAVATING,2021-12-13
3584,EXCAVATING,2021-12-13
3585,EXCAVATING,2021-12-13
3586,EXCAVATING,2021-12-13
3587,EXCAVATING,2021-12-13
3589,EXCAVATING,2021-12-13
3590,EXCAVATING,2021-12-13
3591,OTHER,2021-12-13
3592,EXCAVATING,2021-12-13
3593,EXCAVATING,2021-12-13
3594,EXCAVATING,2021-12-13
3595,OTHER,2021-12-13
3596,EXCAVATING,2021-12-13
3597,EXCAVATING,2021-12-13
3598,EXCAVATING,2021-12-13
3599,EXCAVATING,2021-12-13
3600,EXCAVATING,2021-12-13
3601,OTHER,2021-12-13
3602,EXCAVATING,2021-12-13
3603,EXCAVATING,2021-12-13
3604,OTHER,2021-12-13
3606,OTHER,2021-12-13
3607,EXCAVATING,2021-12-13
3608,EXCAVATING,2021-12-13
3609,EXCAVATING,2021-12-13
3610,OTHER,2021-12-13
3612,EXCAVATING,2021-12-13
3615,EXCAVATING,2021-12-13
3616,EXCAVATING,2021-12-13
3617,EXCAVATING,2021-12-13
3618,EXCAVATING,2021-12-13
3619,EXCAVATING,2021-12-13
3620,EXCAVATING,2021-12-13
3621,OTHER,2021-12-13
3622,EXCAVATING,2021-12-13
3624,EXCAVATING,2021-12-13
3625,EXCAVATING,2021-12-13
3626,EXCAVATING,2021-12-13
3627,EXCAVATING,2021-12-13
3629,EXCAVATING,2021-12-13
3630,EXCAVATING,2021-12-13
3631,EXCAVATING,2021-12-13
3632,EXCAVATING,2021-12-13
3633,OTHER,2021-12-13
3634,EXCAVATING,2021-12-13
3635,EXCAVATING,2021-12-13
3636,EXCAVATING,2021-12-13
3637,EXCAVATING,2021-12-13
3638,EXCAVATING,2021-12-13
3639,EXCAVATING,2021-12-13
3640,EXCAVATING,2021-12-13
3641,EXCAVATING,2021-12-13
3644,EXCAVATING,2021-12-13
3647,EXCAVATING,2021-12-13
3648,EXCAVATING,2021-12-13
3651,EXCAVATING,2021-12-13
3652,EXCAVATING,2021-12-13
3653,EXCAVATING,2021-12-13
3654,EXCAVATING,2021-12-13
3655,EXCAVATING,2021-12-13
3656,EXCAVATING,2021-12-13
3657,EXCAVATING,2021-12-13
3658,EXCAVATING,2021-12-13
3659,EXCAVATING,2021-12-13
3661,EXCAVATING,2021-12-13
3663,EXCAVATING,2021-12-13
3664,EXCAVATING,2021-12-13
3665,EXCAVATING,2021-12-13
3666,EXCAVATING,2021-12-13
3667,EXCAVATING,2021-12-13
3668,EXCAVATING,2021-12-13
3669,EXCAVATING,2021-12-13
3670,EXCAVATING,2021-12-13
3672,EXCAVATING,2021-12-13
3673,EXCAVATING,2021-12-13
3674,EXCAVATING,2021-12-13
3675,EXCAVATING,2021-12-13
3676,EXCAVATING,2021-12-13
3677,EXCAVATING,2021-12-13
3678,EXCAVATING,2021-12-13
3680,EXCAVATING,2021-12-13
3681,EXCAVATING,2021-12-13
3682,EXCAVATING,2021-12-13
3683,EXCAVATING,2021-12-13
3684,EXCAVATING,2021-12-13
3685,EXCAVATING,2021-12-13
3687,EXCAVATING,2021-12-13
3688,EXCAVATING,2021-12-13
3689,EXCAVATING,2021-12-13
3692,EXCAVATING,2021-12-13
3693,EXCAVATING,2021-12-13
3694,EXCAVATING,2021-12-13
3695,EXCAVATING,2021-12-13
3696,EXCAVATING,2021-12-13
3697,EXCAVATING,2021-12-13
3698,OTHER,2021-12-13
3699,EXCAVATING,2021-12-13
3700,EXCAVATING,2021-12-13
3701,EXCAVATING,2021-12-13
3702,OTHER,2021-12-13
3703,EXCAVATING,2021-12-13
3705,EXCAVATING,2021-12-13
3706,EXCAVATING,2021-12-13
3707,EXCAVATING,2021-12-13
3708,EXCAVATING,2021-12-13
3709,EXCAVATING,2021-12-13
3710,EXCAVATING,2021-12-13
3711,EXCAVATING,2021-12-13
3712,EXCAVATING,2021-12-13
3713,EXCAVATING,2021-12-13
3714,OTHER,2021-12-13
3715,EXCAVATING,2021-12-13
3716,EXCAVATING,2021-12-13
3717,EXCAVATING,2021-12-13
3718,EXCAVATING,2021-12-13
3719,EXCAVATING,2021-12-13
3720,EXCAVATING,2021-12-13
3721,EXCAVATING,2021-12-13
3722,EXCAVATING,2021-12-13
3723,EXCAVATING,2021-12-13
3724,EXCAVATING,2021-12-13
3725,EXCAVATING,2021-12-13
3726,EXCAVATING,2021-12-13
3727,EXCAVATING,2021-12-13
3728,EXCAVATING,2021-12-13
3729,EXCAVATING,2021-12-13
3730,EXCAVATING,2021-12-13
3731,EXCAVATING,2021-12-13
3732,EXCAVATING,2021-12-13
3733,OTHER,2021-12-13
3734,EXCAVATING,2021-12-13
3735,EXCAVATING,2021-12-13
3737,EXCAVATING,2021-12-13
3738,EXCAVATING,2021-12-13
3739,EXCAVATING,2021-12-13
3740,EXCAVATING,2021-12-13
3741,EXCAVATING,2021-12-13
3742,EXCAVATING,2021-12-13
3743,EXCAVATING,2021-12-13
3744,OTHER,2021-12-13
3745,EXCAVATING,2021-12-13
3746,EXCAVATING,2021-12-13
3747,EXCAVATING,2021-12-13
3748,EXCAVATING,2021-12-13
3749,EXCAVATING,2021-12-13
3750,EXCAVATING,2021-12-13
3751,EXCAVATING,2021-12-13
3752,EXCAVATING,2021-12-13
3753,OTHER,2021-12-13
3755,EXCAVATING,2021-12-13
3756,EXCAVATING,2021-12-13
3757,EXCAVATING,2021-12-13
3760,EXCAVATING,2021-12-13
3761,EXCAVATING,2021-12-13
3762,EXCAVATING,2021-12-13
3763,EXCAVATING,2021-12-13
3764,EXCAVATING,2021-12-13
3765,EXCAVATING,2021-12-13
3766,EXCAVATING,2021-12-13
3767,EXCAVATING,2021-12-13
3768,EXCAVATING,2021-12-13
3770,EXCAVATING,2021-12-13
3772,EXCAVATING,2021-12-13
3773,EXCAVATING,2021-12-13
3774,EXCAVATING,2021-12-13
3775,EXCAVATING,2021-12-13
3776,EXCAVATING,2021-12-13
3777,EXCAVATING,2021-12-13
3778,EXCAVATING,2021-12-13
3779,EXCAVATING,2021-12-13
3780,EXCAVATING,2021-12-13
3781,EXCAVATING,2021-12-13
3782,EXCAVATING,2021-12-13
3783,EXCAVATING,2021-12-13
3784,EXCAVATING,2021-12-13
3787,EXCAVATING,2021-12-13
3788,EXCAVATING,2021-12-13
3791,EXCAVATING,2021-12-13
3792,EXCAVATING,2021-12-13
3793,EXCAVATING,2021-12-13
3794,EXCAVATING,2021-12-13
3795,OTHER,2021-12-13
3796,EXCAVATING,2021-12-13
3797,EXCAVATING,2021-12-13
3798,EXCAVATING,2021-12-13
3799,EXCAVATING,2021-12-13
3800,EXCAVATING,2021-12-13
3801,EXCAVATING,2021-12-13
3802,EXCAVATING,2021-12-13
3803,EXCAVATING,2021-12-13
3805,OTHER,2021-12-13
3806,EXCAVATING,2021-12-13
3807,EXCAVATING,2021-12-13
3808,EXCAVATING,2021-12-13
3809,EXCAVATING,2021-12-13
3810,EXCAVATING,2021-12-13
3811,EXCAVATING,2021-12-13
3812,EXCAVATING,2021-12-13
3813,EXCAVATING,2021-12-13
3814,EXCAVATING,2021-12-13
3815,EXCAVATING,2021-12-13
3816,EXCAVATING,2021-12-13
3818,EXCAVATING,2021-12-13
3819,EXCAVATING,2021-12-13
3821,EXCAVATING,2021-12-13
3823,EXCAVATING,2021-12-13
3824,EXCAVATING,2021-12-13
3825,EXCAVATING,2021-12-13
3826,EXCAVATING,2021-12-13
3827,EXCAVATING,2021-12-13
3828,EXCAVATING,2021-12-13
3831,EXCAVATING,2021-12-13
3832,EXCAVATING,2021-12-13
3834,EXCAVATING,2021-12-13
3835,EXCAVATING,2021-12-13
3836,EXCAVATING,2021-12-13
3837,EXCAVATING,2021-12-13
3838,EXCAVATING,2021-12-13
3839,EXCAVATING,2021-12-13
3840,EXCAVATING,2021-12-13
3841,EXCAVATING,2021-12-13
3842,EXCAVATING,2021-12-13
3843,EXCAVATING,2021-12-13
3844,EXCAVATING,2021-12-13
3845,EXCAVATING,2021-12-13
3846,EXCAVATING,2021-12-13
3847,EXCAVATING,2021-12-13
3848,EXCAVATING,2021-12-13
3849,EXCAVATING,2021-12-13
3850,EXCAVATING,2021-12-13
3851,EXCAVATING,2021-12-13
3852,EXCAVATING,2021-12-13
3853,EXCAVATING,2021-12-13
3854,EXCAVATING,2021-12-13
3855,OTHER,2021-12-13
3856,EXCAVATING,2021-12-13
3857,EXCAVATING,2021-12-13
3858,EXCAVATING,2021-12-13
3859,EXCAVATING,2021-12-13
3860,EXCAVATING,2021-12-13
3861,EXCAVATING,2021-12-13
3862,OTHER,2021-12-13
3863,OTHER,2021-12-13
3864,EXCAVATING,2021-12-13
3865,EXCAVATING,2021-12-13
3866,EXCAVATING,2021-12-13
3867,EXCAVATING,2021-12-13
3868,OTHER,2021-12-13
3869,EXCAVATING,2021-12-13
3870,EXCAVATING,2021-12-13
3871,EXCAVATING,2021-12-13
3872,EXCAVATING,2021-12-13
3873,EXCAVATING,2021-12-13
3874,EXCAVATING,2021-12-13
3875,EXCAVATING,2021-12-13
3876,EXCAVATING,2021-12-13
3877,EXCAVATING,2021-12-13
3879,EXCAVATING,2021-12-13
3880,OTHER,2021-12-13
3881,EXCAVATING,2021-12-13
3882,EXCAVATING,2021-12-13
3883,EXCAVATING,2021-12-13
3884,EXCAVATING,2021-12-13
3885,EXCAVATING,2021-12-13
3886,EXCAVATING,2021-12-13
3887,OTHER,2021-12-13
3888,EXCAVATING,2021-12-13
3889,EXCAVATING,2021-12-13
3890,EXCAVATING,2021-12-13
3891,OTHER,2021-12-13
3892,EXCAVATING,2021-12-13
3893,EXCAVATING,2021-12-13
3894,EXCAVATING,2021-12-13
3895,OTHER,2021-12-13
3897,EXCAVATING,2021-12-13
3900,EXCAVATING,2021-12-13
3901,EXCAVATING,2021-12-13
3902,EXCAVATING,2021-12-13
3903,EXCAVATING,2021-12-13
3904,EXCAVATING,2021-12-13
3905,EXCAVATING,2021-12-13
3906,EXCAVATING,2021-12-13
3907,OTHER,2021-12-13
3908,EXCAVATING,2021-12-13
3909,EXCAVATING,2021-12-13
3910,EXCAVATING,2021-12-13
3911,EXCAVATING,2021-12-13
3912,EXCAVATING,2021-12-13
3913,EXCAVATING,2021-12-13
3914,EXCAVATING,2021-12-13
3915,EXCAVATING,2021-12-13
3916,EXCAVATING,2021-12-13
3917,OTHER,2021-12-13
3918,EXCAVATING,2021-12-13
3919,EXCAVATING,2021-12-13
3920,EXCAVATING,2021-12-13
3921,EXCAVATING,2021-12-13
3923,EXCAVATING,2021-12-13
3924,EXCAVATING,2021-12-13
3925,EXCAVATING,2021-12-13
3926,EXCAVATING,2021-12-13
3927,EXCAVATING,2021-12-13
3928,EXCAVATING,2021-12-13
3929,EXCAVATING,2021-12-13
3930,EXCAVATING,2021-12-13
3931,OTHER,2021-12-13
3932,EXCAVATING,2021-12-13
3933,EXCAVATING,2021-12-13
3934,EXCAVATING,2021-12-13
3935,EXCAVATING,2021-12-13
3936,EXCAVATING,2021-12-13
3937,EXCAVATING,2021-12-13
3938,EXCAVATING,2021-12-13
3941,EXCAVATING,2021-12-13
3942,EXCAVATING,2021-12-13
3945,EXCAVATING,2021-12-13
3946,EXCAVATING,2021-12-13
3948,EXCAVATING,2021-12-13
3949,EXCAVATING,2021-12-13
3950,EXCAVATING,2021-12-13
3951,EXCAVATING,2021-12-13
3952,EXCAVATING,2021-12-13
3953,EXCAVATING,2021-12-13
3954,EXCAVATING,2021-12-13
3955,OTHER,2021-12-13
3956,EXCAVATING,2021-12-13
3957,EXCAVATING,2021-12-13
3958,EXCAVATING,2021-12-13
3959,EXCAVATING,2021-12-13
3960,EXCAVATING,2021-12-13
3961,EXCAVATING,2021-12-13
3965,EXCAVATING,2021-12-13
3967,EXCAVATING,2021-12-13
3968,EXCAVATING,2021-12-13
3969,EXCAVATING,2021-12-13
3970,EXCAVATING,2021-12-13
3971,EXCAVATING,2021-12-13
3972,EXCAVATING,2021-12-13
3974,EXCAVATING,2021-12-13
3976,EXCAVATING,2021-12-13
3977,EXCAVATING,2021-12-13
3978,EXCAVATING,2021-12-13
3979,EXCAVATING,2021-12-13
3980,OTHER,2021-12-13
3981,EXCAVATING,2021-12-13
3982,EXCAVATING,2021-12-13
3983,EXCAVATING,2021-12-13
3984,EXCAVATING,2021-12-13
3985,EXCAVATING,2021-12-13
3986,EXCAVATING,2021-12-13
3988,EXCAVATING,2021-12-13
3989,EXCAVATING,2021-12-13
3990,EXCAVATING,2021-12-13
3991,EXCAVATING,2021-12-13
3992,EXCAVATING,2021-12-13
3993,EXCAVATING,2021-12-13
3995,EXCAVATING,2021-12-13
3996,EXCAVATING,2021-12-13
3997,EXCAVATING,2021-12-13
3998,EXCAVATING,2021-12-13
3999,EXCAVATING,2021-12-13
4000,EXCAVATING,2021-12-13
4001,EXCAVATING,2021-12-13
4003,EXCAVATING,2021-12-13
4005,OTHER,2021-12-13
4006,EXCAVATING,2021-12-13
4007,OTHER,2021-12-13
4008,EXCAVATING,2021-12-13
4009,EXCAVATING,2021-12-13
4010,EXCAVATING,2021-12-13
4011,EXCAVATING,2021-12-13
4012,EXCAVATING,2021-12-13
4014,OTHER,2021-12-13
4015,EXCAVATING,2021-12-13
4016,OTHER,2021-12-13
4019,OTHER,2021-12-13
4020,EXCAVATING,2021-12-13
4021,OTHER,2021-12-13
4022,EXCAVATING,2021-12-13
4023,EXCAVATING,2021-12-13
4024,EXCAVATING,2021-12-13
4025,EXCAVATING,2021-12-13
4026,EXCAVATING,2021-12-13
4027,EXCAVATING,2021-12-13
4028,EXCAVATING,2021-12-13
4029,EXCAVATING,2021-12-13
4030,EXCAVATING,2021-12-13
4031,EXCAVATING,2021-12-13
4032,EXCAVATING,2021-12-13
4033,EXCAVATING,2021-12-13
4034,OTHER,2021-12-13
4036,EXCAVATING,2021-12-13
4037,EXCAVATING,2021-12-13
4039,EXCAVATING,2021-12-13
4040,EXCAVATING,2021-12-13
4041,EXCAVATING,2021-12-13
4042,EXCAVATING,2021-12-13
4043,OTHER,2021-12-13
4044,EXCAVATING,2021-12-13
4045,EXCAVATING,2021-12-13
4046,OTHER,2021-12-13
4049,OTHER,2021-12-13
4050,OTHER,2021-12-13
4051,OTHER,2021-12-13
4052,EXCAVATING,2021-12-13
4053,EXCAVATING,2021-12-13
4054,OTHER,2021-12-13
4056,OTHER,2021-12-13
4057,OTHER,2021-12-13
4058,EXCAVATING,2021-12-13
4059,EXCAVATING,2021-12-13
4061,EXCAVATING,2021-12-13
4062,EXCAVATING,2021-12-13
4063,OTHER,2021-12-13
4064,EXCAVATING,2021-12-13
4065,OTHER,2021-12-13
4066,EXCAVATING,2021-12-13
4067,OTHER,2021-12-13
4068,EXCAVATING,2021-12-13
4069,EXCAVATING,2021-12-13
4071,EXCAVATING,2021-12-13
4072,EXCAVATING,2021-12-13
4073,EXCAVATING,2021-12-13
4075,OTHER,2021-12-13
4076,EXCAVATING,2021-12-13
4077,EXCAVATING,2021-12-13
4078,EXCAVATING,2021-12-13
4080,EXCAVATING,2021-12-13
4082,OTHER,2021-12-13
4083,EXCAVATING,2021-12-13
4084,OTHER,2021-12-13
4085,OTHER,2021-12-13
4086,OTHER,2021-12-13
4087,EXCAVATING,2021-12-13
4088,EXCAVATING,2021-12-13
4089,EXCAVATING,2021-12-13
4090,EXCAVATING,2021-12-13
4091,OTHER,2021-12-13
4093,EXCAVATING,2021-12-13
4094,EXCAVATING,2021-12-13
4095,OTHER,2021-12-13
4096,OTHER,2021-12-13
4097,EXCAVATING,2021-12-13
4098,EXCAVATING,2021-12-13
4099,OTHER,2021-12-13
4100,EXCAVATING,2021-12-13
4101,EXCAVATING,2021-12-13
4102,CABLE_TOOL,2021-12-13
4103,EXCAVATING,2021-12-13
4104,EXCAVATING,2021-12-13
4107,OTHER,2021-12-13
4108,EXCAVATING,2021-12-13
4109,EXCAVATING,2021-12-13
4110,EXCAVATING,2021-12-13
4112,OTHER,2021-12-13
4114,OTHER,2021-12-13
4115,EXCAVATING,2021-12-13
4116,OTHER,2021-12-13
4117,EXCAVATING,2021-12-13
4119,EXCAVATING,2021-12-13
4120,EXCAVATING,2021-12-13
4121,OTHER,2021-12-13
4122,OTHER,2021-12-13
4124,EXCAVATING,2021-12-13
4125,OTHER,2021-12-13
4126,EXCAVATING,2021-12-13
4127,EXCAVATING,2021-12-13
4129,OTHER,2021-12-13
4130,EXCAVATING,2021-12-13
4131,OTHER,2021-12-13
4134,EXCAVATING,2021-12-13
4136,CABLE_TOOL,2021-12-13
4138,OTHER,2021-12-13
4139,EXCAVATING,2021-12-13
4140,OTHER,2021-12-13
4141,EXCAVATING,2021-12-13
4142,OTHER,2021-12-13
4143,OTHER,2021-12-13
4144,OTHER,2021-12-13
4145,EXCAVATING,2021-12-13
4146,EXCAVATING,2021-12-13
4147,EXCAVATING,2021-12-13
4148,EXCAVATING,2021-12-13
4149,EXCAVATING,2021-12-13
4150,OTHER,2021-12-13
4151,EXCAVATING,2021-12-13
4152,EXCAVATING,2021-12-13
4153,OTHER,2021-12-13
4154,OTHER,2021-12-13
4155,OTHER,2021-12-13
4156,EXCAVATING,2021-12-13
4157,EXCAVATING,2021-12-13
4159,OTHER,2021-12-13
4161,EXCAVATING,2021-12-13
4162,OTHER,2021-12-13
4163,EXCAVATING,2021-12-13
4164,OTHER,2021-12-13
4165,OTHER,2021-12-13
4166,EXCAVATING,2021-12-13
4167,EXCAVATING,2021-12-13
4168,EXCAVATING,2021-12-13
4169,EXCAVATING,2021-12-13
4170,EXCAVATING,2021-12-13
4171,EXCAVATING,2021-12-13
4173,OTHER,2021-12-13
4174,EXCAVATING,2021-12-13
4175,EXCAVATING,2021-12-13
4176,OTHER,2021-12-13
4177,OTHER,2021-12-13
4178,EXCAVATING,2021-12-13
4179,EXCAVATING,2021-12-13
4180,EXCAVATING,2021-12-13
4181,EXCAVATING,2021-12-13
4182,OTHER,2021-12-13
4183,EXCAVATING,2021-12-13
4184,EXCAVATING,2021-12-13
4185,EXCAVATING,2021-12-13
4187,EXCAVATING,2021-12-13
4188,OTHER,2021-12-13
4189,OTHER,2021-12-13
4190,EXCAVATING,2021-12-13
4191,EXCAVATING,2021-12-13
4192,OTHER,2021-12-13
4193,OTHER,2021-12-13
4195,EXCAVATING,2021-12-13
4196,EXCAVATING,2021-12-13
4197,EXCAVATING,2021-12-13
4198,OTHER,2021-12-13
4199,EXCAVATING,2021-12-13
4200,EXCAVATING,2021-12-13
4201,EXCAVATING,2021-12-13
4202,EXCAVATING,2021-12-13
4204,OTHER,2021-12-13
4206,EXCAVATING,2021-12-13
4207,OTHER,2021-12-13
4208,OTHER,2021-12-13
4209,EXCAVATING,2021-12-13
4210,EXCAVATING,2021-12-13
4211,EXCAVATING,2021-12-13
4212,EXCAVATING,2021-12-13
4213,EXCAVATING,2021-12-13
4215,EXCAVATING,2021-12-13
4216,EXCAVATING,2021-12-13
4217,EXCAVATING,2021-12-13
4219,EXCAVATING,2021-12-13
4220,OTHER,2021-12-13
4221,EXCAVATING,2021-12-13
4223,EXCAVATING,2021-12-13
4224,EXCAVATING,2021-12-13
4225,EXCAVATING,2021-12-13
4226,OTHER,2021-12-13
4227,EXCAVATING,2021-12-13
4229,EXCAVATING,2021-12-13
4230,OTHER,2021-12-13
4231,OTHER,2021-12-13
4232,OTHER,2021-12-13
4234,EXCAVATING,2021-12-13
4235,EXCAVATING,2021-12-13
4236,OTHER,2021-12-13
4237,EXCAVATING,2021-12-13
4238,OTHER,2021-12-13
4239,EXCAVATING,2021-12-13
4240,EXCAVATING,2021-12-13
4241,OTHER,2021-12-13
4242,EXCAVATING,2021-12-13
4244,EXCAVATING,2021-12-13
4245,EXCAVATING,2021-12-13
4246,EXCAVATING,2021-12-13
4247,EXCAVATING,2021-12-13
4248,OTHER,2021-12-13
4249,EXCAVATING,2021-12-13
4250,EXCAVATING,2021-12-13
4251,OTHER,2021-12-13
4253,EXCAVATING,2021-12-13
4254,OTHER,2021-12-13
4255,EXCAVATING,2021-12-13
4256,EXCAVATING,2021-12-13
4257,EXCAVATING,2021-12-13
4258,EXCAVATING,2021-12-13
4259,EXCAVATING,2021-12-13
4260,EXCAVATING,2021-12-13
4261,EXCAVATING,2021-12-13
4262,EXCAVATING,2021-12-13
4263,EXCAVATING,2021-12-13
4264,EXCAVATING,2021-12-13
4265,EXCAVATING,2021-12-13
4266,EXCAVATING,2021-12-13
4267,EXCAVATING,2021-12-13
4268,OTHER,2021-12-13
4270,EXCAVATING,2021-12-13
4271,EXCAVATING,2021-12-13
4273,EXCAVATING,2021-12-13
4275,OTHER,2021-12-13
4276,EXCAVATING,2021-12-13
4277,EXCAVATING,2021-12-13
4278,OTHER,2021-12-13
4279,EXCAVATING,2021-12-13
4280,OTHER,2021-12-13
4281,EXCAVATING,2021-12-13
4282,EXCAVATING,2021-12-13
4283,EXCAVATING,2021-12-13
4284,EXCAVATING,2021-12-13
4285,EXCAVATING,2021-12-13
4286,OTHER,2021-12-13
4287,EXCAVATING,2021-12-13
4288,EXCAVATING,2021-12-13
4289,EXCAVATING,2021-12-13
4290,EXCAVATING,2021-12-13
4291,EXCAVATING,2021-12-13
4292,EXCAVATING,2021-12-13
4293,EXCAVATING,2021-12-13
4294,EXCAVATING,2021-12-13
4295,EXCAVATING,2021-12-13
4296,EXCAVATING,2021-12-13
4297,EXCAVATING,2021-12-13
4298,EXCAVATING,2021-12-13
4299,EXCAVATING,2021-12-13
4300,EXCAVATING,2021-12-13
4301,EXCAVATING,2021-12-13
4302,EXCAVATING,2021-12-13
4303,OTHER,2021-12-13
4304,OTHER,2021-12-13
4305,EXCAVATING,2021-12-13
4306,EXCAVATING,2021-12-13
4307,OTHER,2021-12-13
4308,OTHER,2021-12-13
4309,EXCAVATING,2021-12-13
4310,OTHER,2021-12-13
4311,EXCAVATING,2021-12-13
4312,EXCAVATING,2021-12-13
4313,OTHER,2021-12-13
4314,EXCAVATING,2021-12-13
4316,EXCAVATING,2021-12-13
4317,EXCAVATING,2021-12-13
4318,OTHER,2021-12-13
4319,EXCAVATING,2021-12-13
4320,OTHER,2021-12-13
4321,OTHER,2021-12-13
4322,OTHER,2021-12-13
4323,EXCAVATING,2021-12-13
4324,EXCAVATING,2021-12-13
4325,OTHER,2021-12-13
4326,EXCAVATING,2021-12-13
4327,EXCAVATING,2021-12-13
4328,EXCAVATING,2021-12-13
4329,OTHER,2021-12-13
4330,EXCAVATING,2021-12-13
4331,EXCAVATING,2021-12-13
4332,OTHER,2021-12-13
4333,EXCAVATING,2021-12-13
4334,OTHER,2021-12-13
4335,EXCAVATING,2021-12-13
4336,EXCAVATING,2021-12-13
4337,EXCAVATING,2021-12-13
4338,EXCAVATING,2021-12-13
4339,OTHER,2021-12-13
4340,EXCAVATING,2021-12-13
4342,EXCAVATING,2021-12-13
4343,EXCAVATING,2021-12-13
4344,EXCAVATING,2021-12-13
4345,EXCAVATING,2021-12-13
4346,EXCAVATING,2021-12-13
4347,EXCAVATING,2021-12-13
4348,EXCAVATING,2021-12-13
4349,EXCAVATING,2021-12-13
4350,EXCAVATING,2021-12-13
4351,OTHER,2021-12-13
4353,EXCAVATING,2021-12-13
4354,EXCAVATING,2021-12-13
4355,EXCAVATING,2021-12-13
4356,EXCAVATING,2021-12-13
4357,OTHER,2021-12-13
4359,EXCAVATING,2021-12-13
4360,EXCAVATING,2021-12-13
4361,OTHER,2021-12-13
4362,EXCAVATING,2021-12-13
4363,EXCAVATING,2021-12-13
4364,EXCAVATING,2021-12-13
4365,EXCAVATING,2021-12-13
4367,OTHER,2021-12-13
4368,EXCAVATING,2021-12-13
4369,OTHER,2021-12-13
4370,EXCAVATING,2021-12-13
4371,EXCAVATING,2021-12-13
4372,EXCAVATING,2021-12-13
4373,EXCAVATING,2021-12-13
4374,EXCAVATING,2021-12-13
4375,OTHER,2021-12-13
4376,EXCAVATING,2021-12-13
4377,EXCAVATING,2021-12-13
4379,EXCAVATING,2021-12-13
4380,OTHER,2021-12-13
4381,EXCAVATING,2021-12-13
4382,EXCAVATING,2021-12-13
4383,OTHER,2021-12-13
4384,EXCAVATING,2021-12-13
4385,EXCAVATING,2021-12-13
4386,EXCAVATING,2021-12-13
4387,EXCAVATING,2021-12-13
4388,EXCAVATING,2021-12-13
4390,EXCAVATING,2021-12-13
4391,EXCAVATING,2021-12-13
4392,EXCAVATING,2021-12-13
4393,EXCAVATING,2021-12-13
4394,EXCAVATING,2021-12-13
4395,EXCAVATING,2021-12-13
4396,EXCAVATING,2021-12-13
4397,OTHER,2021-12-13
4398,EXCAVATING,2021-12-13
4399,OTHER,2021-12-13
4400,OTHER,2021-12-13
4401,EXCAVATING,2021-12-13
4402,EXCAVATING,2021-12-13
4403,EXCAVATING,2021-12-13
4404,EXCAVATING,2021-12-13
4405,OTHER,2021-12-13
4406,EXCAVATING,2021-12-13
4407,EXCAVATING,2021-12-13
4408,EXCAVATING,2021-12-13
4409,EXCAVATING,2021-12-13
4410,EXCAVATING,2021-12-13
4411,EXCAVATING,2021-12-13
4413,EXCAVATING,2021-12-13
4414,OTHER,2021-12-13
4415,OTHER,2021-12-13
4416,EXCAVATING,2021-12-13
4417,EXCAVATING,2021-12-13
4418,OTHER,2021-12-13
